method,noise_level,sway_coef,tag,output_wav,duration_s,peak_amp,wer,whisper_hyp,sim_A,sim_B,mcd_A
noise_inject,0.35,1.0,a0.35_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp1.0.wav,12.256,0.9,100.0,It's in them!,0.1192,0.2561,639.69
noise_inject,0.4,-1.0,a0.40_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn1.0.wav,12.256,0.9,100.0,真人,0.3337,0.231,707.2
noise_inject,0.4,-0.9,a0.40_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.9.wav,12.256,0.9,100.0,真然,0.3286,0.2326,704.6
noise_inject,0.4,-0.8,a0.40_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.8.wav,12.256,0.9,100.0,真人,0.3209,0.2326,702.79
noise_inject,0.4,-0.7,a0.40_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.7.wav,12.256,0.9,100.0,真人,0.3167,0.2344,700.82
noise_inject,0.4,-0.6,a0.40_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.6.wav,12.256,0.9,100.0,真人,0.3142,0.237,698.49
noise_inject,0.4,-0.5,a0.40_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.5.wav,12.256,0.9,100.0,真然,0.3032,0.2354,696.23
noise_inject,0.4,-0.4,a0.40_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.4.wav,12.256,0.9,100.0,真人,0.2962,0.2393,693.39
noise_inject,0.4,-0.3,a0.40_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.3.wav,12.256,0.9,100.0,真人,0.278,0.2376,690.15
noise_inject,0.4,-0.2,a0.40_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.2.wav,12.256,0.9,100.0,真人,0.2654,0.2396,687.04
noise_inject,0.4,-0.1,a0.40_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.1.wav,12.256,0.9,100.0,真人,0.2556,0.2464,683.92
noise_inject,0.4,-0.0,a0.40_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.0.wav,12.256,0.9,100.0,真人,0.2375,0.2434,680.53
noise_inject,0.4,0.1,a0.40_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.1.wav,12.256,0.9,100.0,真人,0.2173,0.2408,676.77
noise_inject,0.4,0.2,a0.40_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.2.wav,12.256,0.9,100.0,真人,0.2036,0.2434,672.77
noise_inject,0.4,0.3,a0.40_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.3.wav,12.256,0.9,100.0,真人,0.1765,0.2342,668.64
noise_inject,0.4,0.4,a0.40_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.4.wav,12.256,0.9,100.0,真人,0.1626,0.2315,664.72
noise_inject,0.4,0.5,a0.40_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.5.wav,12.256,0.9,100.0,真人,0.1467,0.2287,660.9
noise_inject,0.4,0.6,a0.40_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.6.wav,12.256,0.9,100.0,It's in then.,0.1339,0.2271,656.6
noise_inject,0.4,0.7,a0.40_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.7.wav,12.256,0.9,100.0,It's in then!,0.118,0.2243,652.76
noise_inject,0.4,0.8,a0.40_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.8.wav,12.256,0.9,100.0,It's in then!,0.115,0.2273,648.51
noise_inject,0.4,0.9,a0.40_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.9.wav,12.256,0.9,100.0,It's in them!,0.1121,0.2316,644.29
noise_inject,0.4,1.0,a0.40_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp1.0.wav,12.256,0.9,100.0,It's in then!,0.1167,0.2422,640.24
noise_inject,0.45,-1.0,a0.45_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn1.0.wav,12.256,0.9,100.0,真人,0.3287,0.2272,704.22
noise_inject,0.45,-0.9,a0.45_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.9.wav,12.256,0.9,100.0,真人,0.3268,0.2301,701.67
noise_inject,0.45,-0.8,a0.45_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.8.wav,12.256,0.9,100.0,真人,0.3225,0.2305,699.89
noise_inject,0.45,-0.7,a0.45_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.7.wav,12.256,0.9,100.0,真人,0.3155,0.2301,697.78
noise_inject,0.45,-0.6,a0.45_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.6.wav,12.256,0.9,100.0,真人,0.312,0.2347,696.03
noise_inject,0.45,-0.5,a0.45_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.5.wav,12.256,0.9,100.0,真人,0.304,0.2342,693.92
noise_inject,0.45,-0.4,a0.45_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.4.wav,12.256,0.9,100.0,真人,0.2921,0.2356,690.44
noise_inject,0.45,-0.3,a0.45_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.3.wav,12.256,0.9,100.0,真人,0.2765,0.2317,687.66
noise_inject,0.45,-0.2,a0.45_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.2.wav,12.256,0.9,100.0,真人,0.2667,0.2365,684.43
noise_inject,0.45,-0.1,a0.45_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.1.wav,12.256,0.9,100.0,真人,0.2626,0.2461,681.44
noise_inject,0.45,-0.0,a0.45_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.0.wav,12.256,0.9,100.0,真人,0.2429,0.2449,678.94
noise_inject,0.45,0.1,a0.45_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.1.wav,12.256,0.9,100.0,真人,0.2251,0.2438,675.75
noise_inject,0.45,0.2,a0.45_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.2.wav,12.256,0.9,100.0,真人,0.2019,0.2388,672.51
noise_inject,0.45,0.3,a0.45_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.3.wav,12.256,0.9,100.0,진짜?,0.1923,0.2416,668.84
noise_inject,0.45,0.4,a0.45_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.4.wav,12.256,0.9,100.0,진짜?,0.1682,0.2335,665.09
noise_inject,0.45,0.5,a0.45_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.5.wav,12.256,0.9,100.0,진짜?,0.1479,0.2263,661.11
noise_inject,0.45,0.6,a0.45_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.6.wav,12.256,0.9,100.0,진짜?,0.1296,0.2217,657.25
noise_inject,0.45,0.7,a0.45_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.7.wav,12.256,0.9,100.0,진짜?,0.1205,0.2212,653.28
noise_inject,0.45,0.8,a0.45_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.8.wav,12.256,0.9,100.0,진짜?,0.1297,0.232,649.0
noise_inject,0.45,0.9,a0.45_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.9.wav,12.256,0.9,100.0,It's in then.,0.1128,0.2257,644.95
noise_inject,0.45,1.0,a0.45_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp1.0.wav,12.256,0.9,100.0,It's in then.,0.1152,0.233,641.15
noise_inject,0.5,-1.0,a0.50_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn1.0.wav,12.256,0.9,100.0,真人,0.3266,0.2251,700.34
noise_inject,0.5,-0.9,a0.50_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.9.wav,12.256,0.9,100.0,真人,0.3256,0.2298,698.2
noise_inject,0.5,-0.8,a0.50_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.8.wav,12.256,0.9,100.0,真人,0.3194,0.2282,696.61
noise_inject,0.5,-0.7,a0.50_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.7.wav,12.256,0.9,100.0,真人,0.3109,0.2248,693.85
noise_inject,0.5,-0.6,a0.50_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.6.wav,12.256,0.9,100.0,真人,0.3038,0.2281,693.17
noise_inject,0.5,-0.5,a0.50_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.5.wav,12.256,0.9,100.0,真人,0.2955,0.23,690.47
noise_inject,0.5,-0.4,a0.50_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.4.wav,12.256,0.9,100.0,真人,0.2881,0.233,687.86
noise_inject,0.5,-0.3,a0.50_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.3.wav,12.256,0.9,100.0,真人,0.2824,0.2356,685.33
noise_inject,0.5,-0.2,a0.50_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.2.wav,12.256,0.9,100.0,真人,0.2716,0.2402,682.95
noise_inject,0.5,-0.1,a0.50_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.1.wav,12.256,0.9,100.0,真人,0.2595,0.242,680.47
noise_inject,0.5,-0.0,a0.50_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.0.wav,12.256,0.9,100.0,真人,0.2479,0.2426,677.82
noise_inject,0.5,0.1,a0.50_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.1.wav,12.256,0.9,100.0,真人,0.2313,0.2423,675.26
noise_inject,0.5,0.2,a0.50_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.2.wav,12.256,0.9,100.0,真人,0.2196,0.2458,672.0
noise_inject,0.5,0.3,a0.50_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.3.wav,12.256,0.9,100.0,그... 진... 랜...,0.1963,0.2387,668.54
noise_inject,0.5,0.4,a0.50_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.4.wav,12.256,0.9,100.0,진짜?,0.1714,0.2287,665.19
noise_inject,0.5,0.5,a0.50_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.5.wav,12.256,0.9,100.0,진짜?,0.1491,0.2196,661.46
noise_inject,0.5,0.6,a0.50_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.6.wav,12.256,0.9,100.0,진짜?,0.1386,0.2207,658.05
noise_inject,0.5,0.7,a0.50_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.7.wav,12.256,0.9,100.0,진짜?,0.129,0.2174,654.69
noise_inject,0.5,0.8,a0.50_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.8.wav,12.256,0.9,100.0,진짜?,0.1249,0.2209,651.08
noise_inject,0.5,0.9,a0.50_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.9.wav,12.256,0.9,100.0,진짜?,0.1173,0.2212,647.36
noise_inject,0.5,1.0,a0.50_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp1.0.wav,12.256,0.9,100.0,진전!,0.105,0.2168,643.46
noise_inject,0.55,-1.0,a0.55_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn1.0.wav,12.256,0.9,100.0,真人,0.3285,0.2303,697.13
noise_inject,0.55,-0.9,a0.55_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.9.wav,12.256,0.9,100.0,真人,0.3213,0.2291,695.18
noise_inject,0.55,-0.8,a0.55_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.8.wav,12.256,0.9,100.0,真人,0.3111,0.2281,693.75
noise_inject,0.55,-0.7,a0.55_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.7.wav,12.256,0.9,100.0,真人,0.3115,0.2342,691.96
noise_inject,0.55,-0.6,a0.55_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.6.wav,12.256,0.9,100.0,真人,0.3056,0.2352,690.15
noise_inject,0.55,-0.5,a0.55_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.5.wav,12.256,0.9,100.0,真人,0.2932,0.2306,688.05
noise_inject,0.55,-0.4,a0.55_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.4.wav,12.256,0.9,100.0,真人,0.281,0.2283,686.18
noise_inject,0.55,-0.3,a0.55_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.3.wav,12.256,0.9,100.0,真人,0.2724,0.2285,684.05
noise_inject,0.55,-0.2,a0.55_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.2.wav,12.256,0.9,100.0,真人,0.2667,0.2333,681.61
noise_inject,0.55,-0.1,a0.55_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.1.wav,12.256,0.9,100.0,真人,0.2559,0.2358,679.44
noise_inject,0.55,-0.0,a0.55_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.0.wav,12.256,0.9,100.0,真人,0.244,0.2359,677.07
noise_inject,0.55,0.1,a0.55_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.1.wav,12.256,0.9,100.0,真人,0.235,0.2397,674.61
noise_inject,0.55,0.2,a0.55_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.2.wav,12.256,0.9,100.0,그 진짜?,0.2188,0.2368,672.07
noise_inject,0.55,0.3,a0.55_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.3.wav,12.256,0.9,100.0,그 진짜?,0.2008,0.233,669.1
noise_inject,0.55,0.4,a0.55_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.4.wav,12.256,0.9,100.0,그 진짜?,0.181,0.2282,665.95
noise_inject,0.55,0.5,a0.55_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.5.wav,12.256,0.9,100.0,그 진짜?,0.1599,0.2211,662.74
noise_inject,0.55,0.6,a0.55_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.6.wav,12.256,0.9,100.0,그 진짜?,0.1471,0.218,660.06
noise_inject,0.55,0.7,a0.55_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.7.wav,12.256,0.9,100.0,진짜?,0.1337,0.2144,656.69
noise_inject,0.55,0.8,a0.55_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.8.wav,12.256,0.9,100.0,진짜?,0.1219,0.211,653.22
noise_inject,0.55,0.9,a0.55_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp0.9.wav,12.256,0.9,100.0,진짜?,0.1154,0.2102,649.97
noise_inject,0.55,1.0,a0.55_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sp1.0.wav,12.256,0.9,100.0,진전!,0.1092,0.2101,647.08
noise_inject,0.6,-1.0,a0.60_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn1.0.wav,12.256,0.9,100.0,真人,0.3239,0.2342,693.98
noise_inject,0.6,-0.9,a0.60_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.9.wav,12.256,0.9,100.0,真人,0.3183,0.2336,692.5
noise_inject,0.6,-0.8,a0.60_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.8.wav,12.256,0.9,100.0,真人,0.3128,0.2327,691.23
noise_inject,0.6,-0.7,a0.60_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.7.wav,12.256,0.9,100.0,真人,0.3043,0.2317,689.42
noise_inject,0.6,-0.6,a0.60_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.6.wav,12.256,0.9,100.0,真人,0.299,0.2321,687.51
noise_inject,0.6,-0.5,a0.60_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.5.wav,12.256,0.9,100.0,真人,0.2896,0.2316,686.7
noise_inject,0.6,-0.4,a0.60_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.4.wav,12.256,0.9,100.0,真人,0.2797,0.2301,684.38
noise_inject,0.6,-0.3,a0.60_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.3.wav,12.256,0.9,100.0,真人,0.2684,0.2264,682.73
noise_inject,0.6,-0.2,a0.60_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.2.wav,12.256,0.9,100.0,真人,0.2624,0.2294,680.63
noise_inject,0.6,-0.1,a0.60_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.1.wav,12.256,0.9,100.0,真人,0.2518,0.2293,678.45
noise_inject,0.6,-0.0,a0.60_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sn0.0.wav,12.256,0.9,100.0,真人,0.2442,0.2301,676.41
noise_inject,0.6,0.1,a0.60_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.1.wav,12.256,0.9,100.0,真人,0.2361,0.2335,674.13
noise_inject,0.6,0.2,a0.60_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.2.wav,12.256,0.9,100.0,真人,0.2222,0.2325,671.82
noise_inject,0.6,0.3,a0.60_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.3.wav,12.256,0.9,100.0,그 진짜?,0.2084,0.2326,669.17
noise_inject,0.6,0.4,a0.60_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.4.wav,12.256,0.9,100.0,그 진짜?,0.1907,0.2284,666.56
noise_inject,0.6,0.5,a0.60_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.5.wav,12.256,0.9,100.0,그 진짜?,0.1752,0.2245,664.18
noise_inject,0.6,0.6,a0.60_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.6.wav,12.256,0.9,100.0,그 진짜?,0.1569,0.2179,661.47
noise_inject,0.6,0.7,a0.60_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.7.wav,12.256,0.9,100.0,그 진짜?,0.148,0.2173,658.92
noise_inject,0.6,0.8,a0.60_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.8.wav,12.256,0.9,100.0,그 진짜?,0.1332,0.2096,656.35
noise_inject,0.6,0.9,a0.60_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp0.9.wav,12.256,0.9,100.0,진전!,0.1221,0.2062,653.55
noise_inject,0.6,1.0,a0.60_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.60_sp1.0.wav,12.256,0.9,100.0,진전!,0.1143,0.2052,650.74
noise_inject,0.65,-1.0,a0.65_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn1.0.wav,12.256,0.9,100.0,真人,0.3155,0.2308,691.51
noise_inject,0.65,-0.9,a0.65_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.9.wav,12.256,0.9,100.0,真人,0.3108,0.2298,690.63
noise_inject,0.65,-0.8,a0.65_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.8.wav,12.256,0.9,100.0,真人,0.3014,0.2288,688.85
noise_inject,0.65,-0.7,a0.65_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.7.wav,12.256,0.9,100.0,真人,0.294,0.2272,687.46
noise_inject,0.65,-0.6,a0.65_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.6.wav,12.256,0.9,100.0,真人,0.2855,0.2244,685.46
noise_inject,0.65,-0.5,a0.65_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.5.wav,12.256,0.9,100.0,真人,0.2782,0.2229,684.4
noise_inject,0.65,-0.4,a0.65_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.4.wav,12.256,0.9,100.0,真人,0.2725,0.2236,683.13
noise_inject,0.65,-0.3,a0.65_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.3.wav,12.256,0.9,100.0,真人,0.2748,0.232,681.22
noise_inject,0.65,-0.2,a0.65_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.2.wav,12.256,0.9,100.0,真人,0.2595,0.2257,679.2
noise_inject,0.65,-0.1,a0.65_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.1.wav,12.256,0.9,100.0,真人,0.2518,0.2245,677.39
noise_inject,0.65,-0.0,a0.65_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sn0.0.wav,12.256,0.9,100.0,真人,0.2466,0.227,675.41
noise_inject,0.65,0.1,a0.65_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sp0.1.wav,12.256,0.9,100.0,真人,0.2377,0.2296,673.77
noise_inject,0.65,0.2,a0.65_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sp0.2.wav,12.256,0.9,100.0,真人,0.2263,0.2297,671.75
noise_inject,0.65,0.3,a0.65_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sp0.3.wav,12.256,0.9,100.0,그 진짜?,0.2151,0.2302,669.65
noise_inject,0.65,0.4,a0.65_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sp0.4.wav,12.256,0.9,560.0,그... 진... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜... 랜...,0.2018,0.2284,667.74
noise_inject,0.65,0.5,a0.65_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sp0.5.wav,12.256,0.9,100.0,그 진짜?,0.1911,0.2274,665.54
noise_inject,0.65,0.6,a0.65_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sp0.6.wav,12.256,0.9,100.0,그 진짜?,0.1745,0.2221,663.58
noise_inject,0.65,0.7,a0.65_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sp0.7.wav,12.256,0.9,100.0,그 진짜?,0.1581,0.2158,661.56
noise_inject,0.65,0.8,a0.65_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.65_sp0.8.wav,12.256,0.9,100.0,그 진짜?,0.1483,0.2135,659.24
